$7.75	$15.50	$38.75	$77.50	$155.00	18,071.72
$7.80	$15.60	$39.00	$78.00	$156.00	12,025.17
$7.85	$15.70	$39.25	$78.50	$157.00	7,236.86
$7.90	$15.80	$39.50	$79.00	$158.00	4,018.46
$7.95	$15.90	$39.75	$79.50	$159.00	12,025.17
$8.00	$16.00	$40.00	$80.00	$160.00	7,236.86
$8.05	$16.10	$40.25	$80.50	$161.00	4,517.93
$8.10	$16.20	$40.50	$81.00	$162.00	3,014.79
$8.15	$16.30	$40.75	$81.50	$163.00	4,517.93
$8.20	$16.40	$41.00	$82.00	$164.00	4,517.93
$8.25	$16.50	$41.25	$82.50	$165.00	7,236.86
$8.30	$16.60	$41.50	$83.00	$166.00	2,583.76
$8.35	$16.70	$41.75	$83.50	$167.00	12,025.17
$8.40	$16.80	$42.00	$84.00	$168.00	9,035.86
$8.45	$16.90	$42.25	$84.50	$169.00	4,018.46
$8.50	$17.00	$42.50	$85.00	$170.00	5,167.52
$8.55	$17.10	$42.75	$85.50	$171.00	9,035.86
$8.65	$17.30	$43.25	$86.50	$173.00	18,071.72
$8.70	$17.40	$43.50	$87.00	$174.00	18,071.72
$8.75	$17.50	$43.75	$87.50	$175.00	9,035.86
$8.80	$17.60	$44.00	$88.00	$176.00	9,035.86
$8.85	$17.70	$44.25	$88.50	$177.00	7,236.86
$8.90	$17.80	$44.50	$89.00	$178.00	7,236.86
$8.95	$17.90	$44.75	$89.50	$179.00	18,071.72
$9.00	$18.00	$45.00	$90.00	$180.00	12,025.17
$9.05	$18.10	$45.25	$90.50	$181.00	7,236.86
$9.10	$18.20	$45.50	$91.00	$182.00	9,035.86
$9.15	$18.30	$45.75	$91.50	$183.00	18,071.72
$9.20	$18.40	$46.00	$92.00	$184.00	12,025.17
$9.25	$18.50	$46.25	$92.50	$185.00	7,236.86
$9.30	$18.60	$46.50	$93.00	$186.00	9,035.86
$9.35	$18.70	$46.75	$93.50	$187.00	18,071.72
$9.40	$18.80	$47.00	$94.00	$188.00	18,071.72
$9.45	$18.90	$47.25	$94.50	$189.00	12,025.17
$9.50	$19.00	$47.50	$95.00	$190.00	12,025.17
$9.55	$19.10	$47.75	$95.50	$191.00	18,071.72
$9.60	$19.20	$48.00	$96.00	$192.00	12,025.17
$9.65	$19.30	$48.25	$96.50	$193.00	7,236.86
$9.70	$19.40	$48.50	$97.00	$194.00	18,071.72
$9.75	$19.50	$48.75	$97.50	$195.00	9,035.86
$9.80	$19.60	$49.00	$98.00	$196.00	18,071.72
$9.85	$19.70	$49.25	$98.50	$197.00	12,025.17
$9.90	$19.80	$49.50	$99.00	$198.00	18,071.72
$9.95	$19.90	$49.75	$99.50	$199.00	12,025.17
$10.00	$20.00	$50.00	$100.00	$200.00	5,235.18
$10.05	$20.10	$50.25	$100.50	$201.00	12,116.27
$10.10	$20.20	$50.50	$101.00	$202.00	16,155.02
$10.15	$20.30	$50.75	$101.50	$203.00	12,116.27
$10.20	$20.40	$51.00	$102.00	$204.00	16,155.02
$10.25	$20.50	$51.25	$102.50	$205.00	24,232.53
$10.30	$20.60	$51.50	$103.00	$206.00	24,232.53
$10.35	$20.70	$51.75	$103.50	$207.00	24,232.53
$10.40	$20.80	$52.00	$104.00	$208.00	12,025.17
$10.45	$20.90	$52.25	$104.50	$209.00	24,232.53
$10.50	$21.00	$52.50	$105.00	$210.00	18,071.72
$10.55	$21.10	$52.75	$105.50	$211.00	12,025.17
$10.60	$21.20	$53.00	$106.00	$212.00	18,071.72
$10.65	$21.30	$53.25	$106.50	$213.00	12,025.17
$10.70	$21.40	$53.50	$107.00	$214.00	8,077.51
$10.75	$21.50	$53.75	$107.50	$215.00	9,693.01
$10.80	$21.60	$54.00	$108.00	$216.00	24,232.53
$10.85	$21.70	$54.25	$108.50	$217.00	24,232.53
$10.90	$21.80	$54.50	$109.00	$218.00	12,116.27
$10.95	$21.90	$54.75	$109.50	$219.00	18,071.72
$11.00	$22.00	$55.00	$110.00	$220.00	12,025.17
$11.15	$22.30	$55.75	$111.50	$223.00	8,077.51
$11.20	$22.40	$56.00	$112.00	$224.00	18,071.72
$11.30	$22.60	$56.50	$113.00	$226.00	12,025.17
$11.35	$22.70	$56.75	$113.50	$227.00	24,232.53
$11.40	$22.80	$57.00	$114.00	$228.00	18,071.72
$11.45	$22.90	$57.25	$114.50	$229.00	12,025.17
$11.50	$23.00	$57.50	$115.00	$230.00	18,071.72
$11.55	$23.10	$57.75	$115.50	$231.00	12,025.17
$11.60	$23.20	$58.00	$116.00	$232.00	16,155.02
$11.65	$23.30	$58.25	$116.50	$233.00	18,071.72
$11.70	$23.40	$58.50	$117.00	$234.00	12,025.17
$11.75	$23.50	$58.75	$117.50	$235.00	18,071.72
$11.80	$23.60	$59.00	$118.00	$236.00	24,232.53
$11.85	$23.70	$59.25	$118.50	$237.00	24,232.53
$11.95	$23.90	$59.75	$119.50	$239.00	16,155.02
$12.05	$24.10	$60.25	$120.50	$241.00	18,071.72
$12.10	$24.20	$60.50	$121.00	$242.00	12,025.17
$12.25	$24.50	$61.25	$122.50	$245.00	16,155.02
$12.30	$24.60	$61.50	$123.00	$246.00	18,071.72
$12.35	$24.70	$61.75	$123.50	$247.00	12,025.17
$12.40	$24.80	$62.00	$124.00	$248.00	18,071.72
$12.45	$24.90	$62.25	$124.50	$249.00	12,025.17
$12.50	$25.00	$62.50	$125.00	$250.00	16,155.02
$12.55	$25.10	$62.75	$125.50	$251.00	24,232.53
$12.65	$25.30	$63.25	$126.50	$253.00	18,071.72
$12.70	$25.40	$63.50	$127.00	$254.00	12,025.17
$12.85	$25.70	$64.25	$128.50	$257.00	18,071.72
$12.90	$25.80	$64.50	$129.00	$258.00	12,025.17
$13.20	$26.40	$66.00	$132.00	$264.00	24,232.53
$13.35	$26.70	$66.75	$133.50	$267.00	12,025.17
$13.40	$26.80	$67.00	$134.00	$268.00	8,077.51
$13.45	$26.90	$67.25	$134.50	$269.00	12,025.17
$13.50	$27.00	$67.50	$135.00	$270.00	8,077.51
$13.55	$27.10	$67.75	$135.50	$271.00	26,218.80
$13.65	$27.30	$68.25	$136.50	$273.00	26,218.80
$13.70	$27.40	$68.50	$137.00	$274.00	26,218.80
$13.75	$27.50	$68.75	$137.50	$275.00	26,218.80
$13.80	$27.60	$69.00	$138.00	$276.00	26,218.80
$13.90	$27.80	$69.50	$139.00	$278.00	18,071.72
$14.05	$28.10	$70.25	$140.50	$281.00	24,232.53
$14.15	$28.30	$70.75	$141.50	$283.00	24,232.53
$14.25	$28.50	$71.25	$142.50	$285.00	12,116.27
$14.50	$29.00	$72.50	$145.00	$290.00	26,218.80
$14.55	$29.10	$72.75	$145.50	$291.00	24,232.53
$14.65	$29.30	$73.25	$146.50	$293.00	24,232.53
$14.70	$29.40	$73.50	$147.00	$294.00	26,218.80
$14.80	$29.60	$74.00	$148.00	$296.00	26,218.80
$14.90	$29.80	$74.50	$149.00	$298.00	26,218.80
$15.00	$30.00	$75.00	$150.00	$300.00	15,603.39
$15.05	$30.10	$75.25	$150.50	$301.00	16,155.02
$15.10	$30.20	$75.50	$151.00	$302.00	8,077.51
$15.15	$30.30	$75.75	$151.50	$303.00	24,232.53
$15.20	$30.40	$76.00	$152.00	$304.00	18,071.72
$15.25	$30.50	$76.25	$152.50	$305.00	6,058.13
$15.30	$30.60	$76.50	$153.00	$306.00	8,077.51
$15.35	$30.70	$76.75	$153.50	$307.00	16,155.02
$15.40	$30.80	$77.00	$154.00	$308.00	24,232.53
$15.45	$30.90	$77.25	$154.50	$309.00	16,155.02
$15.50	$31.00	$77.50	$155.00	$310.00	4,043.86
$15.55	$31.10	$77.75	$155.50	$311.00	12,116.27
$15.60	$31.20	$78.00	$156.00	$312.00	16,155.02
$15.65	$31.30	$78.25	$156.50	$313.00	9,693.01
$15.70	$31.40	$78.50	$157.00	$314.00	6,058.13
$15.75	$31.50	$78.75	$157.50	$315.00	24,232.53
$15.80	$31.60	$79.00	$158.00	$316.00	6,923.58
$15.85	$31.70	$79.25	$158.50	$317.00	12,116.27
$15.90	$31.80	$79.50	$159.00	$318.00	8,077.51
$15.95	$31.90	$79.75	$159.50	$319.00	8,077.51
$16.00	$32.00	$80.00	$160.00	$320.00	16,155.02
$16.05	$32.10	$80.25	$160.50	$321.00	16,155.02
$16.10	$32.20	$80.50	$161.00	$322.00	16,155.02
$16.15	$32.30	$80.75	$161.50	$323.00	9,693.01
$16.20	$32.40	$81.00	$162.00	$324.00	9,693.01
$16.25	$32.50	$81.25	$162.50	$325.00	12,116.27
$16.30	$32.60	$81.50	$163.00	$326.00	12,116.27
$16.35	$32.70	$81.75	$163.50	$327.00	4,846.51
$16.40	$32.80	$82.00	$164.00	$328.00	12,116.27
$16.45	$32.90	$82.25	$164.50	$329.00	12,116.27
$16.55	$33.10	$82.75	$165.50	$331.00	9,693.01
$16.60	$33.20	$83.00	$166.00	$332.00	26,218.80
$16.65	$33.30	$83.25	$166.50	$333.00	24,232.53
$16.70	$33.40	$83.50	$167.00	$334.00	6,058.13
$16.75	$33.50	$83.75	$167.50	$335.00	26,218.80
$16.80	$33.60	$84.00	$168.00	$336.00	6,923.58
$16.85	$33.70	$84.25	$168.50	$337.00	24,232.53
$16.90	$33.80	$84.50	$169.00	$338.00	24,232.53
$16.95	$33.90	$84.75	$169.50	$339.00	9,693.01
$17.00	$34.00	$85.00	$170.00	$340.00	9,693.01
$17.05	$34.10	$85.25	$170.50	$341.00	12,116.27
$17.10	$34.20	$85.50	$171.00	$342.00	16,155.02
$17.15	$34.30	$85.75	$171.50	$343.00	6,923.58
$17.20	$34.40	$86.00	$172.00	$344.00	16,155.02
$17.30	$34.60	$86.50	$173.00	$346.00	26,218.80
$17.35	$34.70	$86.75	$173.50	$347.00	6,923.58
$17.40	$34.80	$87.00	$174.00	$348.00	12,116.27
$17.45	$34.90	$87.25	$174.50	$349.00	9,693.01
$17.50	$35.00	$87.50	$175.00	$350.00	16,155.02
$17.55	$35.10	$87.75	$175.50	$351.00	16,155.02
$17.60	$35.20	$88.00	$176.00	$352.00	8,077.51
$17.65	$35.30	$88.25	$176.50	$353.00	26,218.80
$17.70	$35.40	$88.50	$177.00	$354.00	24,232.53
$17.75	$35.50	$88.75	$177.50	$355.00	12,116.27
$17.80	$35.60	$89.00	$178.00	$356.00	12,116.27
$17.85	$35.70	$89.25	$178.50	$357.00	12,116.27
$17.90	$35.80	$89.50	$179.00	$358.00	16,155.02
$17.95	$35.90	$89.75	$179.50	$359.00	16,155.02
$18.00	$36.00	$90.00	$180.00	$360.00	9,693.01
$18.05	$36.10	$90.25	$180.50	$361.00	24,232.53
$18.10	$36.20	$90.50	$181.00	$362.00	24,232.53
$18.15	$36.30	$90.75	$181.50	$363.00	24,232.53
$18.20	$36.40	$91.00	$182.00	$364.00	12,116.27
$18.25	$36.50	$91.25	$182.50	$365.00	16,155.02
$18.30	$36.60	$91.50	$183.00	$366.00	12,116.27
$18.35	$36.70	$91.75	$183.50	$367.00	12,116.27
$18.40	$36.80	$92.00	$184.00	$368.00	16,155.02
$18.45	$36.90	$92.25	$184.50	$369.00	16,155.02
$18.50	$37.00	$92.50	$185.00	$370.00	24,232.53
$18.60	$37.20	$93.00	$186.00	$372.00	16,155.02
$18.65	$37.30	$93.25	$186.50	$373.00	9,693.01
$18.70	$37.40	$93.50	$187.00	$374.00	24,232.53
$18.75	$37.50	$93.75	$187.50	$375.00	24,232.53
$18.80	$37.60	$94.00	$188.00	$376.00	24,232.53
$18.85	$37.70	$94.25	$188.50	$377.00	9,693.01
$18.90	$37.80	$94.50	$189.00	$378.00	24,232.53
$18.95	$37.90	$94.75	$189.50	$379.00	16,155.02
$19.00	$38.00	$95.00	$190.00	$380.00	9,693.01
$19.05	$38.10	$95.25	$190.50	$381.00	24,232.53
$19.10	$38.20	$95.50	$191.00	$382.00	9,693.01
$19.15	$38.30	$95.75	$191.50	$383.00	24,232.53
$19.20	$38.40	$96.00	$192.00	$384.00	12,116.27
$19.25	$38.50	$96.25	$192.50	$385.00	16,155.02
$19.30	$38.60	$96.50	$193.00	$386.00	26,218.80
$19.35	$38.70	$96.75	$193.50	$387.00	9,693.01
$19.40	$38.80	$97.00	$194.00	$388.00	24,232.53
$19.45	$38.90	$97.25	$194.50	$389.00	16,155.02
$19.50	$39.00	$97.50	$195.00	$390.00	26,218.80
$19.55	$39.10	$97.75	$195.50	$391.00	12,116.27
$19.60	$39.20	$98.00	$196.00	$392.00	24,232.53
$19.65	$39.30	$98.25	$196.50	$393.00	12,116.27
$19.70	$39.40	$98.50	$197.00	$394.00	24,232.53
$19.75	$39.50	$98.75	$197.50	$395.00	9,693.01
$19.80	$39.60	$99.00	$198.00	$396.00	9,693.01
$19.85	$39.70	$99.25	$198.50	$397.00	16,155.02
$19.90	$39.80	$99.50	$199.00	$398.00	12,116.27
$19.95	$39.90	$99.75	$199.50	$399.00	8,077.51
$20.00	$40.00	$100.00	$200.00	$400.00	26,218.80
$20.05	$40.10	$100.25	$200.50	$401.00	8,763.55
$20.10	$40.20	$100.50	$201.00	$402.00	26,218.80
$20.15	$40.30	$100.75	$201.50	$403.00	26,218.80
$20.20	$40.40	$101.00	$202.00	$404.00	26,218.80
$20.25	$40.50	$101.25	$202.50	$405.00	7,508.67
$20.30	$40.60	$101.50	$203.00	$406.00	26,218.80
$20.35	$40.70	$101.75	$203.50	$407.00	26,218.80
$20.40	$40.80	$102.00	$204.00	$408.00	26,218.80
$20.45	$40.90	$102.25	$204.50	$409.00	48,465.06
$20.50	$41.00	$102.50	$205.00	$410.00	48,465.06
$20.55	$41.10	$102.75	$205.50	$411.00	13,109.40
$20.60	$41.20	$103.00	$206.00	$412.00	26,218.80
$20.65	$41.30	$103.25	$206.50	$413.00	13,109.40
$20.70	$41.40	$103.50	$207.00	$414.00	10,487.52
$20.75	$41.50	$103.75	$207.50	$415.00	26,218.80
$20.80	$41.60	$104.00	$208.00	$416.00	26,218.80
$20.85	$41.70	$104.25	$208.50	$417.00	26,218.80
$20.90	$41.80	$104.50	$209.00	$418.00	8,910.01
$21.00	$42.00	$105.00	$210.00	$420.00	48,465.06
$21.05	$42.10	$105.25	$210.50	$421.00	48,465.06
$21.10	$42.20	$105.50	$211.00	$422.00	26,218.80
$21.15	$42.30	$105.75	$211.50	$423.00	48,465.06
$21.20	$42.40	$106.00	$212.00	$424.00	26,218.80
$21.30	$42.60	$106.50	$213.00	$426.00	13,109.40
$21.35	$42.70	$106.75	$213.50	$427.00	13,109.40
$21.40	$42.80	$107.00	$214.00	$428.00	26,218.80
$21.45	$42.90	$107.25	$214.50	$429.00	48,465.06
$21.50	$43.00	$107.50	$215.00	$430.00	10,487.52
$21.55	$43.10	$107.75	$215.50	$431.00	26,218.80
$21.60	$43.20	$108.00	$216.00	$432.00	26,218.80
$21.65	$43.30	$108.25	$216.50	$433.00	48,465.06
$21.75	$43.50	$108.75	$217.50	$435.00	48,465.06
$21.80	$43.60	$109.00	$218.00	$436.00	48,465.06
$21.85	$43.70	$109.25	$218.50	$437.00	26,218.80
$21.90	$43.80	$109.50	$219.00	$438.00	26,218.80
$21.95	$43.90	$109.75	$219.50	$439.00	48,465.06
$22.00	$44.00	$110.00	$220.00	$440.00	48,465.06
$22.05	$44.10	$110.25	$220.50	$441.00	26,218.80
$22.10	$44.20	$110.50	$221.00	$442.00	48,465.06
$22.15	$44.30	$110.75	$221.50	$443.00	26,218.80
$22.20	$44.40	$111.00	$222.00	$444.00	26,218.80
$22.25	$44.50	$111.25	$222.50	$445.00	48,465.06
$22.30	$44.60	$111.50	$223.00	$446.00	26,218.80
$22.35	$44.70	$111.75	$223.50	$447.00	26,218.80
$22.40	$44.80	$112.00	$224.00	$448.00	10,487.52
$22.45	$44.90	$112.25	$224.50	$449.00	48,465.06
$22.50	$45.00	$112.50	$225.00	$450.00	26,218.80
$22.55	$45.10	$112.75	$225.50	$451.00	26,218.80
$22.60	$45.20	$113.00	$226.00	$452.00	26,218.80
$22.65	$45.30	$113.25	$226.50	$453.00	26,218.80
$22.70	$45.40	$113.50	$227.00	$454.00	48,465.06
$22.75	$45.50	$113.75	$227.50	$455.00	10,487.52
$22.80	$45.60	$114.00	$228.00	$456.00	48,465.06
$22.85	$45.70	$114.25	$228.50	$457.00	26,218.80
$22.90	$45.80	$114.50	$229.00	$458.00	26,218.80
$23.00	$46.00	$115.00	$230.00	$460.00	26,218.80
$23.05	$46.10	$115.25	$230.50	$461.00	10,487.52
$23.10	$46.20	$115.50	$231.00	$462.00	26,218.80
$23.15	$46.30	$115.75	$231.50	$463.00	48,465.06
$23.25	$46.50	$116.25	$232.50	$465.00	26,218.80
$23.30	$46.60	$116.50	$233.00	$466.00	26,218.80
$23.35	$46.70	$116.75	$233.50	$467.00	26,218.80
$23.40	$46.80	$117.00	$234.00	$468.00	13,109.40
$23.45	$46.90	$117.25	$234.50	$469.00	26,218.80
$23.50	$47.00	$117.50	$235.00	$470.00	26,218.80
$23.55	$47.10	$117.75	$235.50	$471.00	48,465.06
$23.60	$47.20	$118.00	$236.00	$472.00	26,218.80
$23.70	$47.40	$118.50	$237.00	$474.00	48,465.06
$23.75	$47.50	$118.75	$237.50	$475.00	26,218.80
$23.85	$47.70	$119.25	$238.50	$477.00	26,218.80
$23.90	$47.80	$119.50	$239.00	$478.00	26,218.80
$23.95	$47.90	$119.75	$239.50	$479.00	13,109.40
$24.00	$48.00	$120.00	$240.00	$480.00	26,218.80
$24.05	$48.10	$120.25	$240.50	$481.00	48,465.06
$24.10	$48.20	$120.50	$241.00	$482.00	26,218.80
$24.15	$48.30	$120.75	$241.50	$483.00	26,218.80
$24.20	$48.40	$121.00	$242.00	$484.00	26,218.80
$24.25	$48.50	$121.25	$242.50	$485.00	48,465.06
$24.30	$48.60	$121.50	$243.00	$486.00	26,218.80
$24.45	$48.90	$122.25	$244.50	$489.00	48,465.06
$24.50	$49.00	$122.50	$245.00	$490.00	26,218.80
$24.55	$49.10	$122.75	$245.50	$491.00	48,465.06
$24.60	$49.20	$123.00	$246.00	$492.00	13,109.40
$24.75	$49.50	$123.75	$247.50	$495.00	26,218.80
$24.85	$49.70	$124.25	$248.50	$497.00	26,218.80
$24.90	$49.80	$124.50	$249.00	$498.00	26,218.80
$24.95	$49.90	$124.75	$249.50	$499.00	26,218.80
$25.00	$50.00	$125.00	$250.00	$500.00	10,122.45
