$7.50	$15.00	$37.50	$75.00	$150.00	$375.00	$750.00	$1,500.00	$2,250.00	$3,750.00	26,666.67
$8.50	$17.00	$42.50	$85.00	$170.00	$425.00	$850.00	$1,700.00	$2,550.00	$4,250.00	57,142.86
$9.60	$19.20	$48.00	$96.00	$192.00	$480.00	$960.00	$1,920.00	$2,880.00	$4,800.00	57,142.86
$9.70	$19.40	$48.50	$97.00	$194.00	$485.00	$970.00	$1,940.00	$2,910.00	$4,850.00	57,142.86
$10.00	$20.00	$50.00	$100.00	$200.00	$500.00	$1,000.00	$2,000.00	$3,000.00	$5,000.00	57,142.86
$11.80	$23.60	$59.00	$118.00	$236.00	$590.00	$1,180.00	$2,360.00	$3,540.00	$5,900.00	50,000.00
$18.90	$37.80	$94.50	$189.00	$378.00	$945.00	$1,890.00	$3,780.00	$5,670.00	$9,450.00	200,000.00
$20.00	$40.00	$100.00	$200.00	$400.00	$1,000.00	$2,000.00	$4,000.00	$6,000.00	$10,000.00	333,333.33
$20.40	$40.80	$102.00	$204.00	$408.00	$1,020.00	$2,040.00	$4,080.00	$6,120.00	$10,200.00	400,000.00
$21.40	$42.80	$107.00	$214.00	$428.00	$1,070.00	$2,140.00	$4,280.00	$6,420.00	$10,700.00	400,000.00
$50.00	$100.00	$250.00	$500.00	$1,000.00	$2,500.00	$5,000.00	$10,000.00	$15,000.00	$25,000.00	1,000,000.00
$500.00	$1,000.00	$2,500.00	$5,000.00	$10,000.00	$25,000.00	$50,000.00	$100,000.00	$150,000.00	$250,000.00	2,000,000.00
