$81.20	$203.00	$406.00	$812.00	$1,624.00	3,333,333.33
$82.50	$206.25	$412.50	$825.00	$1,650.00	3,333,333.33
$83.40	$208.50	$417.00	$834.00	$1,668.00	3,333,333.33
$84.10	$210.25	$420.50	$841.00	$1,682.00	3,333,333.33
$85.70	$214.25	$428.50	$857.00	$1,714.00	3,333,333.33
$86.40	$216.00	$432.00	$864.00	$1,728.00	3,333,333.33
$87.70	$219.25	$438.50	$877.00	$1,754.00	3,333,333.33
$89.50	$223.75	$447.50	$895.00	$1,790.00	3,333,333.33
$90.20	$225.50	$451.00	$902.00	$1,804.00	3,333,333.33
$91.70	$229.25	$458.50	$917.00	$1,834.00	3,333,333.33
$92.40	$231.00	$462.00	$924.00	$1,848.00	3,333,333.33
$95.30	$238.25	$476.50	$953.00	$1,906.00	3,333,333.33
$97.30	$243.25	$486.50	$973.00	$1,946.00	3,333,333.33
$98.20	$245.50	$491.00	$982.00	$1,964.00	3,333,333.33
$100.60	$251.50	$503.00	$1,006.00	$2,012.00	5,000,000.00
$111.00	$277.50	$555.00	$1,110.00	$2,220.00	5,000,000.00
$123.90	$309.75	$619.50	$1,239.00	$2,478.00	5,000,000.00
$132.70	$331.75	$663.50	$1,327.00	$2,654.00	5,000,000.00
$148.10	$370.25	$740.50	$1,481.00	$2,962.00	5,000,000.00
$162.60	$406.50	$813.00	$1,626.00	$3,252.00	5,000,000.00
$185.00	$462.50	$925.00	$1,850.00	$3,700.00	5,000,000.00
$208.20	$520.50	$1,041.00	$2,082.00	$4,164.00	5,000,000.00
$221.30	$553.25	$1,106.50	$2,213.00	$4,426.00	10,000,000.00
$231.20	$578.00	$1,156.00	$2,312.00	$4,624.00	10,000,000.00
$248.00	$620.00	$1,240.00	$2,480.00	$4,960.00	10,000,000.00
$251.00	$627.50	$1,255.00	$2,510.00	$5,020.00	10,000,000.00
$258.00	$645.00	$1,290.00	$2,580.00	$5,160.00	10,000,000.00
$266.90	$667.25	$1,334.50	$2,669.00	$5,338.00	10,000,000.00
$278.50	$696.25	$1,392.50	$2,785.00	$5,570.00	10,000,000.00
$293.20	$733.00	$1,466.00	$2,932.00	$5,864.00	10,000,000.00
