$10.30	$20.60	$41.20	$103.00	$206.00	$412.00	$618.00	$1,030.00	200,000.00
$10.50	$21.00	$42.00	$105.00	$210.00	$420.00	$630.00	$1,050.00	18,181.82
$10.55	$21.10	$42.20	$105.50	$211.00	$422.00	$633.00	$1,055.00	20,000.00
$10.80	$21.60	$43.20	$108.00	$216.00	$432.00	$648.00	$1,080.00	15,267.18
$10.95	$21.90	$43.80	$109.50	$219.00	$438.00	$657.00	$1,095.00	3,333.33
$11.00	$22.00	$44.00	$110.00	$220.00	$440.00	$660.00	$1,100.00	23,809.52
$11.05	$22.10	$44.20	$110.50	$221.00	$442.00	$663.00	$1,105.00	1,818.18
$11.10	$22.20	$44.40	$111.00	$222.00	$444.00	$666.00	$1,110.00	100,000.00
$11.25	$22.50	$45.00	$112.50	$225.00	$450.00	$675.00	$1,125.00	100,000.00
$11.50	$23.00	$46.00	$115.00	$230.00	$460.00	$690.00	$1,150.00	12,195.12
$11.55	$23.10	$46.20	$115.50	$231.00	$462.00	$693.00	$1,155.00	20,000.00
$11.60	$23.20	$46.40	$116.00	$232.00	$464.00	$696.00	$1,160.00	200,000.00
$12.00	$24.00	$48.00	$120.00	$240.00	$480.00	$720.00	$1,200.00	48,780.49
$12.05	$24.10	$48.20	$120.50	$241.00	$482.00	$723.00	$1,205.00	33,333.33
$12.10	$24.20	$48.40	$121.00	$242.00	$484.00	$726.00	$1,210.00	3,333.33
$12.50	$25.00	$50.00	$125.00	$250.00	$500.00	$750.00	$1,250.00	257.6
$12.60	$25.20	$50.40	$126.00	$252.00	$504.00	$756.00	$1,260.00	3,333.33
$12.65	$25.30	$50.60	$126.50	$253.00	$506.00	$759.00	$1,265.00	20,000.00
$13.15	$26.30	$52.60	$131.50	$263.00	$526.00	$789.00	$1,315.00	2,222.22
$13.35	$26.70	$53.40	$133.50	$267.00	$534.00	$801.00	$1,335.00	20,000.00
$13.50	$27.00	$54.00	$135.00	$270.00	$540.00	$810.00	$1,350.00	3,125.00
$13.55	$27.10	$54.20	$135.50	$271.00	$542.00	$813.00	$1,355.00	18,518.52
$13.60	$27.20	$54.40	$136.00	$272.00	$544.00	$816.00	$1,360.00	16,666.67
$13.75	$27.50	$55.00	$137.50	$275.00	$550.00	$825.00	$1,375.00	3,225.81
$13.85	$27.70	$55.40	$138.50	$277.00	$554.00	$831.00	$1,385.00	400,000.00
$13.95	$27.90	$55.80	$139.50	$279.00	$558.00	$837.00	$1,395.00	6,666.67
$14.00	$28.00	$56.00	$140.00	$280.00	$560.00	$840.00	$1,400.00	111,111.11
$14.10	$28.20	$56.40	$141.00	$282.00	$564.00	$846.00	$1,410.00	20,000.00
$14.15	$28.30	$56.60	$141.50	$283.00	$566.00	$849.00	$1,415.00	74,074.07
$14.35	$28.70	$57.40	$143.50	$287.00	$574.00	$861.00	$1,435.00	10,000.00
$14.50	$29.00	$58.00	$145.00	$290.00	$580.00	$870.00	$1,450.00	83,333.33
$14.55	$29.10	$58.20	$145.50	$291.00	$582.00	$873.00	$1,455.00	40,000.00
$14.65	$29.30	$58.60	$146.50	$293.00	$586.00	$879.00	$1,465.00	200,000.00
$14.75	$29.50	$59.00	$147.50	$295.00	$590.00	$885.00	$1,475.00	200,000.00
$15.00	$30.00	$60.00	$150.00	$300.00	$600.00	$900.00	$1,500.00	387.6
$15.05	$30.10	$60.20	$150.50	$301.00	$602.00	$903.00	$1,505.00	14,705.88
$15.40	$30.80	$61.60	$154.00	$308.00	$616.00	$924.00	$1,540.00	200,000.00
$15.50	$31.00	$62.00	$155.00	$310.00	$620.00	$930.00	$1,550.00	50,000.00
$15.55	$31.10	$62.20	$155.50	$311.00	$622.00	$933.00	$1,555.00	20,000.00
$16.00	$32.00	$64.00	$160.00	$320.00	$640.00	$960.00	$1,600.00	27,777.78
$16.10	$32.20	$64.40	$161.00	$322.00	$644.00	$966.00	$1,610.00	40,000.00
$16.25	$32.50	$65.00	$162.50	$325.00	$650.00	$975.00	$1,625.00	133,333.33
$16.45	$32.90	$65.80	$164.50	$329.00	$658.00	$987.00	$1,645.00	100,000.00
$16.50	$33.00	$66.00	$165.00	$330.00	$660.00	$990.00	$1,650.00	14,285.71
$17.00	$34.00	$68.00	$170.00	$340.00	$680.00	$1,020.00	$1,700.00	20,000.00
$17.05	$34.10	$68.20	$170.50	$341.00	$682.00	$1,023.00	$1,705.00	200,000.00
$17.20	$34.40	$68.80	$172.00	$344.00	$688.00	$1,032.00	$1,720.00	80,000.00
$17.40	$34.80	$69.60	$174.00	$348.00	$696.00	$1,044.00	$1,740.00	40,000.00
$17.60	$35.20	$70.40	$176.00	$352.00	$704.00	$1,056.00	$1,760.00	11,299.44
$17.75	$35.50	$71.00	$177.50	$355.00	$710.00	$1,065.00	$1,775.00	200,000.00
$17.85	$35.70	$71.40	$178.50	$357.00	$714.00	$1,071.00	$1,785.00	40,000.00
$18.00	$36.00	$72.00	$180.00	$360.00	$720.00	$1,080.00	$1,800.00	200,000.00
$18.10	$36.20	$72.40	$181.00	$362.00	$724.00	$1,086.00	$1,810.00	400,000.00
$18.50	$37.00	$74.00	$185.00	$370.00	$740.00	$1,110.00	$1,850.00	28,571.43
$18.60	$37.20	$74.40	$186.00	$372.00	$744.00	$1,116.00	$1,860.00	100,000.00
$18.65	$37.30	$74.60	$186.50	$373.00	$746.00	$1,119.00	$1,865.00	100,000.00
$18.80	$37.60	$75.20	$188.00	$376.00	$752.00	$1,128.00	$1,880.00	80,000.00
$18.85	$37.70	$75.40	$188.50	$377.00	$754.00	$1,131.00	$1,885.00	200,000.00
$19.25	$38.50	$77.00	$192.50	$385.00	$770.00	$1,155.00	$1,925.00	80,000.00
$19.35	$38.70	$77.40	$193.50	$387.00	$774.00	$1,161.00	$1,935.00	400,000.00
$19.50	$39.00	$78.00	$195.00	$390.00	$780.00	$1,170.00	$1,950.00	32,786.89
$19.60	$39.20	$78.40	$196.00	$392.00	$784.00	$1,176.00	$1,960.00	100,000.00
$19.70	$39.40	$78.80	$197.00	$394.00	$788.00	$1,182.00	$1,970.00	80,000.00
$20.00	$40.00	$80.00	$200.00	$400.00	$800.00	$1,200.00	$2,000.00	20,000.00
$20.05	$40.10	$80.20	$200.50	$401.00	$802.00	$1,203.00	$2,005.00	40,000.00
$20.15	$40.30	$80.60	$201.50	$403.00	$806.00	$1,209.00	$2,015.00	200,000.00
$21.15	$42.30	$84.60	$211.50	$423.00	$846.00	$1,269.00	$2,115.00	200,000.00
$21.35	$42.70	$85.40	$213.50	$427.00	$854.00	$1,281.00	$2,135.00	100,000.00
$21.45	$42.90	$85.80	$214.50	$429.00	$858.00	$1,287.00	$2,145.00	100,000.00
$21.60	$43.20	$86.40	$216.00	$432.00	$864.00	$1,296.00	$2,160.00	40,000.00
$22.10	$44.20	$88.40	$221.00	$442.00	$884.00	$1,326.00	$2,210.00	100,000.00
$22.25	$44.50	$89.00	$222.50	$445.00	$890.00	$1,335.00	$2,225.00	100,000.00
$23.00	$46.00	$92.00	$230.00	$460.00	$920.00	$1,380.00	$2,300.00	100,000.00
$23.45	$46.90	$93.80	$234.50	$469.00	$938.00	$1,407.00	$2,345.00	100,000.00
$23.80	$47.60	$95.20	$238.00	$476.00	$952.00	$1,428.00	$2,380.00	100,000.00
$24.80	$49.60	$99.20	$248.00	$496.00	$992.00	$1,488.00	$2,480.00	100,000.00
$25.00	$50.00	$100.00	$250.00	$500.00	$1,000.00	$1,500.00	$2,500.00	1,801.80
$25.10	$50.20	$100.40	$251.00	$502.00	$1,004.00	$1,506.00	$2,510.00	200,000.00
$27.10	$54.20	$108.40	$271.00	$542.00	$1,084.00	$1,626.00	$2,710.00	200,000.00
$27.65	$55.30	$110.60	$276.50	$553.00	$1,106.00	$1,659.00	$2,765.00	125,000.00
$28.50	$57.00	$114.00	$285.00	$570.00	$1,140.00	$1,710.00	$2,850.00	200,000.00
$28.60	$57.20	$114.40	$286.00	$572.00	$1,144.00	$1,716.00	$2,860.00	200,000.00
$29.10	$58.20	$116.40	$291.00	$582.00	$1,164.00	$1,746.00	$2,910.00	200,000.00
$29.60	$59.20	$118.40	$296.00	$592.00	$1,184.00	$1,776.00	$2,960.00	100,000.00
$29.75	$59.50	$119.00	$297.50	$595.00	$1,190.00	$1,785.00	$2,975.00	90,909.09
$29.85	$59.70	$119.40	$298.50	$597.00	$1,194.00	$1,791.00	$2,985.00	200,000.00
$30.00	$60.00	$120.00	$300.00	$600.00	$1,200.00	$1,800.00	$3,000.00	66,666.67
$30.90	$61.80	$123.60	$309.00	$618.00	$1,236.00	$1,854.00	$3,090.00	200,000.00
$31.50	$63.00	$126.00	$315.00	$630.00	$1,260.00	$1,890.00	$3,150.00	333,333.33
$32.55	$65.10	$130.20	$325.50	$651.00	$1,302.00	$1,953.00	$3,255.00	100,000.00
$32.90	$65.80	$131.60	$329.00	$658.00	$1,316.00	$1,974.00	$3,290.00	400,000.00
$35.15	$70.30	$140.60	$351.50	$703.00	$1,406.00	$2,109.00	$3,515.00	100,000.00
$38.75	$77.50	$155.00	$387.50	$775.00	$1,550.00	$2,325.00	$3,875.00	200,000.00
$40.00	$80.00	$160.00	$400.00	$800.00	$1,600.00	$2,400.00	$4,000.00	166,666.67
$42.05	$84.10	$168.20	$420.50	$841.00	$1,682.00	$2,523.00	$4,205.00	100,000.00
$45.00	$90.00	$180.00	$450.00	$900.00	$1,800.00	$2,700.00	$4,500.00	1,000,000.00
$45.50	$91.00	$182.00	$455.00	$910.00	$1,820.00	$2,730.00	$4,550.00	1,000,000.00
$50.00	$100.00	$200.00	$500.00	$1,000.00	$2,000.00	$3,000.00	$5,000.00	15,625.00
$51.50	$103.00	$206.00	$515.00	$1,030.00	$2,060.00	$3,090.00	$5,150.00	1,000,000.00
$52.55	$105.10	$210.20	$525.50	$1,051.00	$2,102.00	$3,153.00	$5,255.00	1,000,000.00
$53.60	$107.20	$214.40	$536.00	$1,072.00	$2,144.00	$3,216.00	$5,360.00	250,000.00
$54.00	$108.00	$216.00	$540.00	$1,080.00	$2,160.00	$3,240.00	$5,400.00	666,666.67
$54.05	$108.10	$216.20	$540.50	$1,081.00	$2,162.00	$3,243.00	$5,405.00	1,000,000.00
$56.50	$113.00	$226.00	$565.00	$1,130.00	$2,260.00	$3,390.00	$5,650.00	400,000.00
$57.50	$115.00	$230.00	$575.00	$1,150.00	$2,300.00	$3,450.00	$5,750.00	200,000.00
$60.00	$120.00	$240.00	$600.00	$1,200.00	$2,400.00	$3,600.00	$6,000.00	1,000,000.00
$61.00	$122.00	$244.00	$610.00	$1,220.00	$2,440.00	$3,660.00	$6,100.00	1,000,000.00
$65.85	$131.70	$263.40	$658.50	$1,317.00	$2,634.00	$3,951.00	$6,585.00	1,000,000.00
$68.50	$137.00	$274.00	$685.00	$1,370.00	$2,740.00	$4,110.00	$6,850.00	500,000.00
$75.00	$150.00	$300.00	$750.00	$1,500.00	$3,000.00	$4,500.00	$7,500.00	1,000,000.00
$84.05	$168.10	$336.20	$840.50	$1,681.00	$3,362.00	$5,043.00	$8,405.00	400,000.00
$100.00	$200.00	$400.00	$1,000.00	$2,000.00	$4,000.00	$6,000.00	$10,000.00	222,222.22
$150.00	$300.00	$600.00	$1,500.00	$3,000.00	$6,000.00	$9,000.00	$15,000.00	1,000,000.00
$200.00	$400.00	$800.00	$2,000.00	$4,000.00	$8,000.00	$12,000.00	$20,000.00	1,000,000.00
$500.00	$1,000.00	$2,000.00	$5,000.00	$10,000.00	$20,000.00	$30,000.00	$50,000.00	2,000,000.00
